1	72	58	57	55	43	43	42	40	39	40	39	41	39	38	32	31	30	29	28	28	28	32	30	32	31	36	38	44	33	42	47	46	42	44	39	38	39	38	42	43	43	47	47	48	49	46	40	36	35	34	34	34	36	35	32	35	34	33	37	40	38	39	39	36	39	36	36	40	43	41	38	39	36	29	31	34	38	38	37	35	29	32	31	32	35	29	30	33	35	32	34	33	38	39	37	30	29	32	33	29	28
2	72	73	69	63	61	60	50	50	46	49	44	40	39	42	43	45	46	47	43	41	43	41	42	45	41	41	35	31	30	32	37	35	34	36	34	37	39	34	34	40	36	34	36	33	32	33	34	32	34	36	35	42	39	38	38	40	33	29	30	29	23	26	31	33	37	41	44	42	38	39	36	33	35	35	28	28	26	24	22	20	26	26	24	25	24	25	22	19	22	26	26	28	29	28	27	27	20	17	18	15	17
3	72	64	60	55	59	60	60	61	60	55	60	61	62	56	65	67	69	64	61	60	59	53	51	46	47	53	51	52	52	52	55	54	53	49	48	50	53	54	58	49	49	48	46	41	40	39	43	41	40	41	43	44	49	43	43	44	39	37	40	44	40	35	32	32	30	30	33	30	30	30	32	34	30	32	34	32	30	33	33	32	33	34	29	32	34	38	40	37	34	32	31	29	22	21	23	19	21	22	22	23	23
4	72	79	74	57	66	61	60	56	56	52	47	49	46	47	47	45	44	43	45	47	50	45	46	47	42	43	45	44	39	36	36	37	34	38	36	35	37	36	31	29	27	26	26	26	27	27	28	32	34	36	29	32	38	40	37	36	39	41	42	36	32	32	32	31	31	30	28	29	26	24	25	25	24	26	26	24	24	27	26	29	29	32	32	29	29	28	30	32	32	31	30	32	29	29	30	29	28	26	30	33	30
5	72	70	66	56	59	56	50	45	48	51	42	38	42	40	43	37	40	34	35	34	31	33	38	38	39	39	37	33	32	38	40	35	36	36	37	36	29	21	21	20	19	21	19	19	18	22	25	25	27	28	28	27	27	26	27	33	34	32	35	40	41	51	49	44	46	48	49	50	49	50	50	52	51	54	50	49	40	41	42	41	36	31	26	24	26	27	29	27	31	33	35	37	36	35	40	42	44	41	40	44	41
6	72	66	61	58	61	59	57	54	45	40	43	45	45	41	38	40	36	40	41	40	39	39	38	40	35	35	34	34	39	40	35	34	34	33	35	35	39	37	39	38	45	40	37	45	44	42	37	39	41	41	38	32	37	33	33	31	33	36	36	32	33	33	37	41	42	46	47	48	53	47	45	43	46	43	42	44	47	47	50	43	45	46	42	42	35	37	36	37	35	33	34	36	34	37	38	31	32	29	29	30	33
7	72	63	67	65	51	48	46	42	41	42	43	46	45	39	40	38	33	38	41	46	49	43	45	44	46	41	43	45	42	45	42	41	42	44	46	35	32	30	32	30	34	36	37	34	29	31	37	38	34	31	36	35	39	44	42	43	43	38	31	33	35	38	40	40	34	31	36	39	37	39	37	39	42	39	39	39	42	41	38	37	38	37	32	34	39	37	41	43	46	42	41	40	32	35	40	38	33	33	29	30	29
8	72	71	68	67	60	59	61	62	59	55	48	42	37	37	39	37	36	32	33	36	32	31	29	27	28	30	37	43	44	42	40	39	34	29	33	27	28	33	34	33	36	39	39	40	45	45	37	36	34	37	35	36	32	33	33	30	33	35	33	35	32	32	32	32	31	36	32	33	35	33	30	30	33	30	31	30	34	33	31	31	31	26	24	20	18	17	18	17	20	16	17	19	20	20	21	19	19	20	22	23	26
9	72	67	59	61	55	52	42	43	44	41	46	46	42	44	42	39	37	39	35	34	33	35	34	37	38	38	40	38	40	38	40	44	44	43	42	38	38	40	37	42	40	37	36	36	37	36	36	38	39	42	40	35	34	35	31	30	36	34	40	36	38	42	42	42	41	43	34	33	36	39	35	38	33	34	38	36	34	33	37	40	35	38	33	31	27	31	33	30	29	31	33	32	35	35	31	36	33	37	41	46	41
10	72	66	69	61	62	62	57	55	53	55	58	59	58	53	53	51	52	54	47	47	44	51	50	50	46	42	48	52	50	43	42	40	41	44	44	38	36	37	36	35	35	37	36	35	35	35	40	40	39	34	35	35	32	34	35	39	40	34	32	32	31	31	30	32	28	31	29	28	26	29	26	22	24	25	25	27	23	23	23	25	29	26	27	25	26	30	31	33	31	30	37	35	32	29	33	43	43	38	43	39	43
11	72	66	61	56	42	40	42	43	46	46	43	40	38	44	43	35	36	35	33	29	31	30	33	36	37	41	42	38	34	37	40	43	44	45	43	36	32	34	33	39	44	41	39	33	28	30	28	31	31	31	32	30	25	26	30	27	25	30	30	33	31	31	31	30	27	28	26	28	30	31	33	28	27	29	28	26	26	27	29	31	34	37	36	40	41	40	47	46	38	41	42	40	42	39	40	40	40	36	35	32	30
12	72	69	62	62	60	56	58	52	50	53	48	48	41	35	33	33	34	37	39	42	49	44	44	38	35	36	35	32	31	27	29	27	25	24	27	27	25	25	25	26	29	29	27	29	25	25	27	26	26	28	29	31	30	32	27	23	26	28	30	34	31	33	35	39	41	41	38	41	39	37	42	44	42	40	39	41	40	39	36	34	34	38	35	35	33	33	33	34	33	33	31	33	32	34	32	34	29	31	28	31	36
13	72	71	70	67	55	54	54	53	47	45	41	36	40	38	40	40	33	35	33	35	39	40	34	33	36	36	34	35	36	36	41	41	36	33	32	28	26	28	30	33	28	30	38	40	45	45	40	38	39	37	35	33	29	26	34	36	36	37	35	30	32	32	32	36	38	33	33	32	31	28	33	32	32	31	29	27	28	24	26	24	27	30	28	27	27	23	23	22	20	22	21	19	21	20	25	24	25	23	19	20	21
14	72	72	68	61	61	59	50	44	40	41	40	38	32	33	33	34	38	34	33	36	36	35	34	32	31	34	33	28	26	22	20	20	20	23	23	21	22	20	20	20	22	22	23	22	23	17	20	20	21	21	23	26	23	20	20	19	20	20	17	19	21	23	25	30	32	29	29	32	33	31	36	36	34	32	28	26	27	33	33	32	30	26	26	25	22	22	26	22	23	25	32	32	30	32	29	35	39	37	39	42	34
15	72	59	58	59	55	54	48	47	43	40	38	39	40	44	49	40	41	51	51	49	46	40	41	44	48	51	46	41	41	41	43	49	52	45	46	41	37	37	37	34	33	34	34	33	34	36	39	32	32	28	30	29	31	31	27	31	31	27	29	29	31	35	33	34	36	35	32	35	40	43	37	37	35	36	39	39	35	32	30	32	32	33	30	31	34	30	30	37	36	35	32	33	39	41	42	37	35	33	34	37	40
16	72	65	61	56	58	57	57	57	48	54	59	62	50	53	56	56	57	58	57	55	59	48	47	36	37	36	37	33	36	38	31	31	34	31	32	32	25	27	27	26	27	29	28	26	27	28	30	27	32	33	34	36	36	38	41	36	34	28	32	33	36	39	41	41	37	37	34	35	35	34	34	32	33	33	27	25	22	17	17	18	20	24	25	25	29	26	26	27	27	26	25	26	27	26	29	32	30	31	33	27	30
17	72	67	55	45	43	45	37	38	39	40	43	40	35	34	34	30	33	32	34	30	29	31	37	36	34	32	34	34	35	34	32	32	33	37	36	36	36	35	35	33	35	38	41	35	35	34	41	40	41	36	35	35	37	35	31	35	33	30	34	31	33	34	33	33	33	33	34	36	37	38	41	42	47	44	42	42	42	43	51	50	44	40	40	39	39	44	40	40	39	40	39	39	39	40	37	37	33	36	34	36	42
18	72	67	55	58	53	54	48	49	53	51	45	43	44	45	47	35	35	36	33	31	35	33	36	38	35	33	33	37	32	34	38	34	31	31	34	37	40	45	49	51	53	51	47	46	43	44	42	41	40	39	36	35	35	30	28	26	27	26	27	28	29	27	27	26	29	28	25	23	25	23	25	22	22	20	18	19	16	19	18	17	19	19	20	23	24	22	21	19	20	20	21	21	20	21	22	24	22	26	22	21	19
19	72	65	62	58	58	55	53	53	45	50	48	47	43	39	37	39	36	35	40	41	36	35	31	31	29	30	33	29	27	25	24	24	21	22	25	23	25	27	23	23	23	23	26	24	25	25	27	28	30	31	30	27	30	32	33	33	29	29	26	30	32	37	34	35	33	30	26	23	25	20	25	25	26	23	26	23	23	23	22	23	22	25	24	28	29	29	26	26	22	25	23	26	26	28	28	29	29	28	25	27	27
20	72	71	66	64	57	51	48	49	51	48	50	53	53	58	62	56	50	49	51	50	45	42	43	43	45	42	45	42	35	36	36	37	36	33	35	34	35	34	34	34	39	39	45	43	44	41	40	40	43	44	43	39	37	40	38	41	41	38	38	40	42	41	42	39	41	39	34	38	42	37	38	40	35	36	35	35	40	42	38	36	37	39	45	44	45	44	51	50	38	37	37	35	34	32	28	26	26	22	26	29	28
21	72	69	66	60	59	61	62	62	63	62	56	53	44	40	37	36	38	40	36	39	36	37	38	39	42	49	53	54	48	44	43	44	35	35	35	30	32	32	35	39	40	31	32	30	28	26	26	25	21	22	23	23	22	26	25	29	27	25	26	20	21	24	24	27	26	23	20	21	21	23	23	26	26	24	24	26	28	24	26	32	32	30	34	38	35	34	35	37	33	33	34	30	26	29	32	31	36	34	33	27	22
22	72	67	61	55	54	52	48	48	48	51	51	50	51	55	52	49	45	47	45	44	47	50	52	49	52	49	43	32	33	36	34	38	42	45	41	44	41	40	37	40	38	39	38	34	33	37	34	39	37	37	39	39	41	45	41	40	38	39	40	40	39	36	39	38	39	41	35	34	36	37	35	38	42	41	40	38	40	39	40	42	39	38	36	35	32	38	36	38	37	36	39	33	31	36	34	31	35	41	50	52	50
23	72	66	65	64	64	54	51	42	43	46	44	47	44	44	40	42	47	40	41	39	39	39	34	32	31	28	29	28	31	30	33	31	32	31	33	34	34	33	32	33	27	28	24	27	29	28	28	31	30	31	31	32	33	33	36	39	36	36	33	33	36	36	34	31	27	25	27	32	32	34	35	27	30	29	30	30	31	30	31	29	29	25	27	28	26	24	22	18	19	19	16	19	19	18	22	25	26	27	23	28	27
24	72	73	71	65	65	67	64	60	61	48	45	51	45	47	40	38	33	32	31	30	30	26	26	27	30	31	31	33	34	33	32	32	32	36	35	33	32	35	36	37	38	36	39	37	41	43	41	40	40	46	40	38	41	43	45	42	35	39	35	35	40	41	40	38	39	42	43	47	43	41	41	34	37	36	40	34	39	41	44	45	43	39	35	32	31	36	30	29	31	33	33	32	33	31	29	30	29	26	29	31	36
25	72	71	62	63	59	50	48	43	41	44	48	47	46	43	44	50	50	52	46	43	42	40	45	42	36	30	31	34	31	32	26	30	33	31	31	32	34	37	30	29	29	31	33	37	34	31	34	30	33	33	35	31	31	30	31	34	34	35	38	36	32	29	30	33	32	27	30	35	37	38	40	39	34	35	31	33	39	38	38	31	33	32	27	30	27	30	29	28	31	33	34	34	37	35	33	29	31	33	32	33	26
26	72	73	84	67	57	57	54	52	48	51	47	46	42	47	47	51	51	42	43	43	43	45	41	37	41	36	35	37	36	39	40	41	41	40	43	41	43	37	40	39	37	37	35	36	42	41	47	44	44	46	40	41	35	32	34	36	30	30	32	33	31	32	37	37	34	39	42	37	41	42	35	35	33	30	31	31	30	28	27	30	28	30	29	31	27	31	31	31	31	32	32	33	30	33	36	35	40	40	44	49	45
27	72	69	64	53	52	45	41	46	46	49	46	49	46	47	47	54	48	47	48	49	47	47	43	39	36	41	43	41	37	33	34	40	38	42	38	44	45	43	43	47	49	40	36	34	38	42	43	37	36	36	34	34	38	33	36	30	31	30	31	32	28	29	31	34	34	32	32	33	34	36	33	35	41	48	48	52	47	48	50	49	46	46	43	43	48	42	44	45	45	44	43	43	40	40	35	30	27	28	27	28	26
28	72	72	72	65	67	71	56	48	41	40	40	42	40	42	35	35	33	29	31	32	30	32	23	22	24	24	28	26	26	24	24	25	23	21	23	26	28	25	23	22	20	19	19	18	21	23	26	24	21	21	23	21	19	19	18	20	21	22	23	23	18	21	25	27	32	30	31	34	34	34	36	31	36	33	28	33	30	32	31	34	36	42	45	41	45	47	48	49	55	55	52	51	54	46	46	48	42	42	39	42	38
29	72	77	69	58	56	60	58	50	47	47	49	42	40	39	39	39	35	35	36	41	37	37	37	40	40	41	43	40	41	42	46	51	50	50	42	44	45	45	48	45	39	41	44	41	43	39	39	39	29	30	29	30	34	34	36	40	41	43	38	41	41	42	42	42	38	35	35	38	37	40	42	51	45	42	37	35	40	48	43	44	37	39	39	37	36	33	34	38	37	36	40	42	41	39	41	41	47	43	41	42	42
30	72	74	60	61	53	45	42	42	43	44	48	47	44	41	37	34	27	30	28	28	25	24	23	24	24	24	27	30	31	32	33	31	32	34	39	36	35	32	31	32	34	36	40	40	38	32	37	40	43	43	38	36	39	34	36	40	37	38	40	35	38	43	42	45	43	40	41	43	41	34	40	42	40	40	41	41	43	44	43	39	38	37	38	39	32	30	32	30	27	28	27	28	31	30	31	32	34	32	36	36	34
31	72	67	60	63	59	53	48	42	47	56	60	60	58	59	59	55	55	59	62	58	53	51	52	50	51	47	51	49	46	39	45	42	43	45	51	46	39	42	44	43	38	37	34	30	30	29	36	36	39	39	37	38	29	26	29	26	26	25	26	27	27	28	27	27	28	28	31	32	34	35	35	37	37	36	36	41	37	38	37	36	35	36	39	38	40	38	39	40	42	41	40	37	34	33	33	31	36	36	35	37	40
32	72	68	65	58	48	45	45	42	38	43	45	41	41	37	39	41	37	35	37	38	37	39	37	35	29	29	33	33	32	33	37	35	36	41	41	39	36	31	33	35	36	38	38	37	41	41	45	44	38	35	39	39	37	40	39	42	39	42	43	45	44	45	39	42	42	38	32	38	38	38	39	41	29	29	30	30	36	38	37	38	45	43	38	36	33	36	36	37	38	41	41	36	38	36	34	33	35	36	38	41	44
33	72	78	70	66	63	54	57	57	58	62	62	52	52	48	45	43	46	49	45	48	45	38	30	33	34	35	38	39	36	33	35	36	38	37	33	38	34	32	32	33	33	34	31	33	36	40	44	40	35	30	29	31	31	31	31	33	35	33	33	32	27	27	29	29	28	30	38	32	37	36	34	31	30	28	24	25	27	29	27	29	35	43	47	43	38	33	30	31	34	36	33	32	33	34	31	28	28	28	31	34	39
34	72	61	56	52	52	44	45	40	35	36	32	26	25	27	22	26	27	24	23	23	26	30	31	33	29	29	28	33	37	36	34	36	35	32	31	35	38	41	35	39	40	37	35	36	39	37	42	43	39	45	45	38	40	41	41	46	50	56	56	56	55	47	45	37	37	37	33	35	36	34	37	32	34	32	32	32	32	30	25	22	22	22	21	18	19	17	17	17	19	20	22	24	22	28	31	26	29	32	33	35	35
35	72	72	76	68	61	67	68	68	70	73	69	68	65	61	69	71	72	76	72	59	62	54	50	51	43	44	43	50	47	52	48	47	38	35	39	41	45	43	37	38	41	43	44	40	45	43	44	46	47	53	42	43	41	43	43	44	45	39	38	38	38	42	42	36	40	31	33	39	41	39	38	36	33	32	36	30	32	29	32	33	34	37	36	38	42	46	48	55	56	58	54	50	46	48	50	44	42	43	39	35	34
36	72	70	70	64	56	58	63	51	46	45	45	47	49	50	52	55	57	58	59	56	59	50	52	56	51	51	53	56	53	50	51	48	52	55	52	48	46	47	48	46	53	51	49	39	42	43	44	43	35	37	40	37	35	35	32	29	32	32	32	35	32	31	29	29	33	32	27	26	24	25	19	20	19	18	14	15	13	12	12	13	13	11	12	12	12	12	13	13	13	13	16	17	17	19	14	16	19	21	19	19	17
